time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2021/11/02/17:39:19.403629,112104,1635871159,401392936,,['base_to_pipe_y'],"(-0.09366593984434025,)","(0.0,)",()
2021/11/02/17:39:19.432084,112105,1635871159,429125070,,['base_to_pipe_x'],"(0.1652739874599451,)","(0.0,)",()
2021/11/02/17:39:19.432127,112106,1635871159,430421113,,['base_to_pipe_y'],"(-0.09464141586003047,)","(0.0,)",()
2021/11/02/17:39:19.475822,112107,1635871159,473675012,,['base_to_pipe_x'],"(0.1554918301578692,)","(0.0,)",()
2021/11/02/17:39:19.478883,112108,1635871159,475743055,,['base_to_pipe_y'],"(-0.0946330654163858,)","(0.0,)",()
2021/11/02/17:39:19.491520,112109,1635871159,489448070,,['base_to_pipe_x'],"(0.1444989632821113,)","(0.0,)",()
2021/11/02/17:39:19.492747,112110,1635871159,490961074,,['base_to_pipe_y'],"(-0.0934272252381909,)","(0.0,)",()
2021/11/02/17:39:19.522840,112111,1635871159,519134998,,['base_to_pipe_x'],"(0.13253339280347654,)","(0.0,)",()
2021/11/02/17:39:19.523179,112112,1635871159,520881891,,['base_to_pipe_y'],"(-0.09089305785238248,)","(0.0,)",()
2021/11/02/17:39:19.581881,112113,1635871159,580043077,,['base_to_pipe_x'],"(0.11989957907295881,)","(0.0,)",()
2021/11/02/17:39:19.583084,112114,1635871159,581875085,,['base_to_pipe_y'],"(-0.08689803805598373,)","(0.0,)",()
2021/11/02/17:39:19.587088,112115,1635871159,585627079,,['base_to_pipe_x'],"(0.10690241105936259,)","(0.0,)",()
2021/11/02/17:39:19.589329,112116,1635871159,587430000,,['base_to_pipe_y'],"(-0.08138058935008202,)","(0.0,)",()
2021/11/02/17:39:19.609873,112117,1635871159,607821941,,['base_to_pipe_x'],"(0.09375098546950633,)","(0.0,)",()
2021/11/02/17:39:19.613847,112118,1635871159,609196901,,['base_to_pipe_y'],"(-0.0743672620307095,)","(0.0,)",()
2021/11/02/17:39:19.640042,112119,1635871159,638569116,,['base_to_pipe_x'],"(0.08064304995596228,)","(0.0,)",()
2021/11/02/17:39:19.643661,112120,1635871159,640403032,,['base_to_pipe_y'],"(-0.06591345964002389,)","(0.0,)",()
2021/11/02/17:39:19.685574,112121,1635871159,683659076,,['base_to_pipe_x'],"(0.06760580777098087,)","(0.0,)",()
2021/11/02/17:39:19.690315,112122,1635871159,686042070,,['base_to_pipe_y'],"(-0.05614405295997702,)","(0.0,)",()
2021/11/02/17:39:19.697458,112123,1635871159,696320056,,['base_to_pipe_x'],"(0.05468571375096145,)","(0.0,)",()
2021/11/02/17:39:19.700141,112124,1635871159,697851896,,['base_to_pipe_y'],"(-0.045099446542939556,)","(0.0,)",()
2021/11/02/17:39:19.726941,112125,1635871159,726330995,,['base_to_pipe_x'],"(0.04204161532922385,)","(0.0,)",()
2021/11/02/17:39:19.727841,112126,1635871159,727128028,,['base_to_pipe_y'],"(-0.033035023666503883,)","(0.0,)",()
2021/11/02/17:39:19.790598,112127,1635871159,789146900,,['base_to_pipe_x'],"(0.029681067225127516,)","(0.0,)",()
2021/11/02/17:39:19.790713,112128,1635871159,789737939,,['base_to_pipe_y'],"(-0.020095752136862207,)","(0.0,)",()
2021/11/02/17:39:19.795846,112129,1635871159,794188976,,['base_to_pipe_x'],"(0.01758773130044951,)","(0.0,)",()
2021/11/02/17:39:19.797319,112130,1635871159,795226097,,['base_to_pipe_y'],"(-0.0063775617768546565,)","(0.0,)",()
2021/11/02/17:39:19.818574,112131,1635871159,816926956,,['base_to_pipe_x'],"(0.00578425737596262,)","(0.0,)",()
2021/11/02/17:39:19.819377,112132,1635871159,818026065,,['base_to_pipe_y'],"(0.00799596688908685,)","(0.0,)",()
2021/11/02/17:39:19.847627,112133,1635871159,845762014,,['base_to_pipe_x'],"(-0.005640315398051555,)","(0.0,)",()
2021/11/02/17:39:19.850046,112134,1635871159,846807956,,['base_to_pipe_y'],"(0.022869868029232628,)","(0.0,)",()
2021/11/02/17:39:19.897893,112135,1635871159,895442008,,['base_to_pipe_x'],"(-0.0166570574323663,)","(0.0,)",()
2021/11/02/17:39:19.898892,112136,1635871159,896851062,,['base_to_pipe_y'],"(0.03816072907386052,)","(0.0,)",()
2021/11/02/17:39:19.913438,112138,1635871159,907010078,,['base_to_pipe_y'],"(0.053858527323019864,)","(0.0,)",()
2021/11/02/17:39:19.938182,112139,1635871159,936155080,,['base_to_pipe_x'],"(-0.03689262851890622,)","(0.0,)",()
2021/11/02/17:39:19.940551,112140,1635871159,939306974,,['base_to_pipe_y'],"(0.06992493855242995,)","(0.0,)",()
2021/11/02/17:39:19.998149,112141,1635871159,996737003,,['base_to_pipe_x'],"(-0.04569175239800081,)","(0.0,)",()
2021/11/02/17:39:19.999991,112142,1635871159,998406887,,['base_to_pipe_y'],"(0.08624689229522549,)","(0.0,)",()
2021/11/02/17:39:20.006286,112143,1635871160,4345893,,['base_to_pipe_x'],"(-0.05334248905687114,)","(0.0,)",()
2021/11/02/17:39:20.007669,112144,1635871160,6057977,,['base_to_pipe_y'],"(0.10274179875226919,)","(0.0,)",()
2021/11/02/17:39:20.026825,112145,1635871160,25423049,,['base_to_pipe_x'],"(-0.059650310516553354,)","(0.0,)",()
2021/11/02/17:39:20.036512,112146,1635871160,26524066,,['base_to_pipe_y'],"(0.11929572262036583,)","(0.0,)",()
2021/11/02/17:39:20.057597,112147,1635871160,55722951,,['base_to_pipe_x'],"(-0.06443455162352241,)","(0.0,)",()
2021/11/02/17:39:20.059996,112148,1635871160,57724952,,['base_to_pipe_y'],"(0.135782308058093,)","(0.0,)",()
2021/11/02/17:39:20.104023,112150,1635871160,102740049,,['base_to_pipe_y'],"(0.15199832907051194,)","(0.0,)",()
2021/11/02/17:39:20.114434,112151,1635871160,112241029,,['base_to_pipe_x'],"(-0.06866032661115248,)","(0.0,)",()
2021/11/02/17:39:20.115293,112152,1635871160,112997055,,['base_to_pipe_y'],"(0.16771937790808317,)","(0.0,)",()
2021/11/02/17:39:20.143269,112153,1635871160,142608880,,['base_to_pipe_x'],"(-0.06791700974766869,)","(0.0,)",()
2021/11/02/17:39:20.144738,112154,1635871160,143270015,,['base_to_pipe_y'],"(0.18271866179433127,)","(0.0,)",()
2021/11/02/17:39:20.206542,112155,1635871160,205893993,,['base_to_pipe_x'],"(-0.06529636590906816,)","(0.0,)",()
2021/11/02/17:39:20.208111,112156,1635871160,206612110,,['base_to_pipe_y'],"(0.19673575532525406,)","(0.0,)",()
2021/11/02/17:39:20.214313,112157,1635871160,212162971,,['base_to_pipe_x'],"(-0.060886408197614816,)","(0.0,)",()
2021/11/02/17:39:20.216629,112158,1635871160,214610099,,['base_to_pipe_y'],"(0.20956935997357767,)","(0.0,)",()
2021/11/02/17:39:20.238242,112160,1635871160,235316038,,['base_to_pipe_y'],"(0.22097929952518716,)","(0.0,)",()
2021/11/02/17:39:20.263769,112161,1635871160,262166023,,['base_to_pipe_x'],"(-0.047676948209800875,)","(0.0,)",()
2021/11/02/17:39:20.264419,112162,1635871160,263290882,,['base_to_pipe_y'],"(0.2307257194616641,)","(0.0,)",()
2021/11/02/17:39:20.309356,112163,1635871160,308413028,,['base_to_pipe_x'],"(-0.03939055352054817,)","(0.0,)",()
2021/11/02/17:39:20.310554,112164,1635871160,309549093,,['base_to_pipe_y'],"(0.23862008630300874,)","(0.0,)",()
2021/11/02/17:39:20.323510,112165,1635871160,322602987,,['base_to_pipe_x'],"(-0.03025307248447057,)","(0.0,)",()
2021/11/02/17:39:20.325279,112166,1635871160,324561119,,['base_to_pipe_y'],"(0.24445345481591135,)","(0.0,)",()
2021/11/02/17:39:20.353432,112167,1635871160,352164030,,['base_to_pipe_x'],"(-0.020544380910130992,)","(0.0,)",()
2021/11/02/17:39:20.354648,112168,1635871160,353029012,,['base_to_pipe_y'],"(0.24808191017854078,)","(0.0,)",()
2021/11/02/17:39:20.418234,112169,1635871160,417119979,,['base_to_pipe_x'],"(-0.01054528826453926,)","(0.0,)",()
2021/11/02/17:39:20.419968,112170,1635871160,418690919,,['base_to_pipe_y'],"(0.24931574825392047,)","(0.0,)",()
2021/11/02/17:39:20.421056,112171,1635871160,420347929,,['base_to_pipe_x'],"(-0.0006278800391748083,)","(0.0,)",()
2021/11/02/17:39:20.422122,112172,1635871160,421324968,,['base_to_pipe_y'],"(0.24804209400693927,)","(0.0,)",()
2021/11/02/17:39:20.444977,112173,1635871160,443404912,,['base_to_pipe_x'],"(0.008984043565227728,)","(0.0,)",()
2021/11/02/17:39:20.445448,112174,1635871160,444324970,,['base_to_pipe_y'],"(0.2443065508330089,)","(0.0,)",()
2021/11/02/17:39:20.472153,112175,1635871160,471235036,,['base_to_pipe_x'],"(0.018088022641279632,)","(0.0,)",()
2021/11/02/17:39:20.473359,112176,1635871160,472395896,,['base_to_pipe_y'],"(0.23809252669846726,)","(0.0,)",()
2021/11/02/17:39:20.522565,112177,1635871160,521744012,,['base_to_pipe_x'],"(0.026477409349281267,)","(0.0,)",()
2021/11/02/17:39:20.523683,112178,1635871160,522818088,,['base_to_pipe_y'],"(0.22969247395355763,)","(0.0,)",()
2021/11/02/17:39:20.533110,112179,1635871160,531599044,,['base_to_pipe_x'],"(0.03409047122447479,)","(0.0,)",()
2021/11/02/17:39:20.535832,112180,1635871160,533382892,,['base_to_pipe_y'],"(0.2192978434588581,)","(0.0,)",()
2021/11/02/17:39:20.562230,112181,1635871160,560530900,,['base_to_pipe_x'],"(0.040783248219560586,)","(0.0,)",()
2021/11/02/17:39:20.563398,112182,1635871160,562206983,,['base_to_pipe_y'],"(0.20720668700824563,)","(0.0,)",()
2021/11/02/17:39:20.627304,112183,1635871160,625742912,,['base_to_pipe_x'],"(0.046593110933388616,)","(0.0,)",()
2021/11/02/17:39:20.634309,112184,1635871160,627595901,,['base_to_pipe_y'],"(0.19372958406895321,)","(0.0,)",()
2021/11/02/17:39:20.634439,112185,1635871160,630882978,,['base_to_pipe_x'],"(0.05143206708553023,)","(0.0,)",()
2021/11/02/17:39:20.634577,112186,1635871160,631963968,,['base_to_pipe_y'],"(0.17923297739210142,)","(0.0,)",()
2021/11/02/17:39:20.650776,112187,1635871160,649996995,,['base_to_pipe_x'],"(0.055403858510632106,)","(0.0,)",()
2021/11/02/17:39:20.651926,112188,1635871160,651139974,,['base_to_pipe_y'],"(0.16402982548972675,)","(0.0,)",()
2021/11/02/17:39:20.681031,112189,1635871160,680124998,,['base_to_pipe_x'],"(0.0586574179136003,)","(0.0,)",()
2021/11/02/17:39:20.682836,112190,1635871160,681930065,,['base_to_pipe_y'],"(0.14838878374068346,)","(0.0,)",()
2021/11/02/17:39:20.727550,112191,1635871160,726845026,,['base_to_pipe_x'],"(0.0613663126522676,)","(0.0,)",()
2021/11/02/17:39:20.728783,112192,1635871160,727690935,,['base_to_pipe_y'],"(0.13250530331302554,)","(0.0,)",()
2021/11/02/17:39:20.740384,112193,1635871160,739650964,,['base_to_pipe_x'],"(0.06371580059980562,)","(0.0,)",()
2021/11/02/17:39:20.741479,112194,1635871160,740588903,,['base_to_pipe_y'],"(0.11657163435682269,)","(0.0,)",()
2021/11/02/17:39:20.771978,112196,1635871160,771039962,,['base_to_pipe_y'],"(0.10077819703434489,)","(0.0,)",()
2021/11/02/17:39:20.836698,112197,1635871160,834599018,,['base_to_pipe_x'],"(0.06819248027564634,)","(0.0,)",()
2021/11/02/17:39:20.837682,112198,1635871160,835680007,,['base_to_pipe_y'],"(0.08526726558087645,)","(0.0,)",()
2021/11/02/17:39:20.839025,112199,1635871160,838387966,,['base_to_pipe_x'],"(0.07077430326560827,)","(0.0,)",()
2021/11/02/17:39:20.839972,112200,1635871160,839327096,,['base_to_pipe_y'],"(0.07004289743894876,)","(0.0,)",()
2021/11/02/17:39:20.859690,112201,1635871160,858484983,,['base_to_pipe_x'],"(0.07384465706113633,)","(0.0,)",()
2021/11/02/17:39:20.860420,112202,1635871160,859749078,,['base_to_pipe_y'],"(0.05523197321312788,)","(0.0,)",()
2021/11/02/17:39:20.890350,112203,1635871160,889229059,,['base_to_pipe_x'],"(0.07757592174641115,)","(0.0,)",()
2021/11/02/17:39:20.891331,112204,1635871160,890598058,,['base_to_pipe_y'],"(0.04090402378661499,)","(0.0,)",()
2021/11/02/17:39:20.942517,112205,1635871160,941078901,,['base_to_pipe_x'],"(0.08206488884585356,)","(0.0,)",()
2021/11/02/17:39:20.943206,112206,1635871160,941920995,,['base_to_pipe_y'],"(0.027169088378744495,)","(0.0,)",()
2021/11/02/17:39:20.949813,112207,1635871160,948193073,,['base_to_pipe_x'],"(0.08738710107468425,)","(0.0,)",()
2021/11/02/17:39:20.952479,112208,1635871160,950565099,,['base_to_pipe_y'],"(0.01403812467191364,)","(0.0,)",()
2021/11/02/17:39:20.980195,112209,1635871160,978231906,,['base_to_pipe_x'],"(0.09353815153423611,)","(0.0,)",()
2021/11/02/17:39:20.987103,112210,1635871160,979983091,,['base_to_pipe_y'],"(0.0015849878927130124,)","(0.0,)",()
2021/11/02/17:39:21.040701,112211,1635871161,39755105,,['base_to_pipe_x'],"(0.10051866935039488,)","(0.0,)",()
2021/11/02/17:39:21.041652,112212,1635871161,40906906,,['base_to_pipe_y'],"(-0.010025091749727218,)","(0.0,)",()
2021/11/02/17:39:21.046202,112213,1635871161,43572902,,['base_to_pipe_x'],"(0.10810696645121662,)","(0.0,)",()
2021/11/02/17:39:21.046708,112214,1635871161,44872045,,['base_to_pipe_y'],"(-0.020717540465972597,)","(0.0,)",()
2021/11/02/17:39:21.068650,112215,1635871161,67109107,,['base_to_pipe_x'],"(0.11618334145291753,)","(0.0,)",()
2021/11/02/17:39:21.069317,112216,1635871161,67854881,,['base_to_pipe_y'],"(-0.030525038185440185,)","(0.0,)",()
2021/11/02/17:39:21.097997,112217,1635871161,97151994,,['base_to_pipe_x'],"(0.12446447631089878,)","(0.0,)",()
2021/11/02/17:39:21.099508,112218,1635871161,98179101,,['base_to_pipe_y'],"(-0.0393339526629935,)","(0.0,)",()
2021/11/02/17:39:21.146362,112219,1635871161,144408941,,['base_to_pipe_x'],"(0.1325971149512069,)","(0.0,)",()
2021/11/02/17:39:21.146417,112220,1635871161,145380973,,['base_to_pipe_y'],"(-0.04714270781257518,)","(0.0,)",()
2021/11/02/17:39:21.158263,112221,1635871161,156838893,,['base_to_pipe_x'],"(0.14025636501062647,)","(0.0,)",()
2021/11/02/17:39:21.158782,112222,1635871161,157802104,,['base_to_pipe_y'],"(-0.0540257479993742,)","(0.0,)",()
2021/11/02/17:39:21.187358,112223,1635871161,186254024,,['base_to_pipe_x'],"(0.1471503198553516,)","(0.0,)",()
2021/11/02/17:39:21.188594,112224,1635871161,187659025,,['base_to_pipe_y'],"(-0.06001582586436178,)","(0.0,)",()
2021/11/02/17:39:21.250754,112225,1635871161,249747991,,['base_to_pipe_x'],"(0.15286273595376274,)","(0.0,)",()
2021/11/02/17:39:21.251884,112226,1635871161,250821113,,['base_to_pipe_y'],"(-0.06509144759865677,)","(0.0,)",()
2021/11/02/17:39:21.257089,112227,1635871161,254753112,,['base_to_pipe_x'],"(0.15719855075737002,)","(0.0,)",()
2021/11/02/17:39:21.257630,112228,1635871161,256309986,,['base_to_pipe_y'],"(-0.06936025906769039,)","(0.0,)",()
2021/11/02/17:39:21.277270,112229,1635871161,275888919,,['base_to_pipe_x'],"(0.1599711103097421,)","(0.0,)",()
2021/11/02/17:39:21.278816,112230,1635871161,276705026,,['base_to_pipe_y'],"(-0.0728037482457623,)","(0.0,)",()
2021/11/02/17:39:21.306446,112231,1635871161,305603027,,['base_to_pipe_x'],"(0.16101042928326342,)","(0.0,)",()
2021/11/02/17:39:21.307580,112232,1635871161,306662082,,['base_to_pipe_y'],"(-0.0755200140112175,)","(0.0,)",()
2021/11/02/17:39:21.355087,112233,1635871161,354331016,,['base_to_pipe_x'],"(0.16032646584765942,)","(0.0,)",()
2021/11/02/17:39:21.356130,112234,1635871161,355359077,,['base_to_pipe_y'],"(-0.07740637840180528,)","(0.0,)",()
2021/11/02/17:39:21.367739,112235,1635871161,366000890,,['base_to_pipe_x'],"(0.15793645410444712,)","(0.0,)",()
2021/11/02/17:39:21.367789,112236,1635871161,366854906,,['base_to_pipe_y'],"(-0.07847113622357824,)","(0.0,)",()
2021/11/02/17:39:21.398487,112237,1635871161,395992040,,['base_to_pipe_x'],"(0.15390775605619508,)","(0.0,)",()
2021/11/02/17:39:21.400783,112238,1635871161,399108886,,['base_to_pipe_y'],"(-0.07860765497416095,)","(0.0,)",()
2021/11/02/17:39:21.463168,112239,1635871161,462126970,,['base_to_pipe_x'],"(0.14643198109860817,)","(0.0,)",()
2021/11/02/17:39:21.464889,112240,1635871161,463450908,,['base_to_pipe_y'],"(-0.07370572295319089,)","(0.0,)",()
2021/11/02/17:39:21.474172,112241,1635871161,466941118,,['base_to_pipe_x'],"(0.13675956083609186,)","(0.0,)",()
2021/11/02/17:39:21.474314,112242,1635871161,470412015,,['base_to_pipe_y'],"(-0.06587414536822697,)","(0.0,)",()
2021/11/02/17:39:21.486471,112243,1635871161,484980106,,['base_to_pipe_x'],"(0.1260717848967406,)","(0.0,)",()
2021/11/02/17:39:21.487706,112244,1635871161,486658096,,['base_to_pipe_y'],"(-0.05716469910355155,)","(0.0,)",()
2021/11/02/17:39:21.516133,112245,1635871161,514271974,,['base_to_pipe_x'],"(0.11456002662443672,)","(0.0,)",()
2021/11/02/17:39:21.516561,112246,1635871161,515600919,,['base_to_pipe_y'],"(-0.04750562045967998,)","(0.0,)",()
2021/11/02/17:39:21.569666,112247,1635871161,568253040,,['base_to_pipe_x'],"(0.1043667128502453,)","(0.0,)",()
2021/11/02/17:39:21.572779,112248,1635871161,570472002,,['base_to_pipe_y'],"(-0.04161407854110658,)","(0.0,)",()
2021/11/02/17:39:21.576866,112250,1635871161,575474977,,['base_to_pipe_y'],"(-0.03450704129296241,)","(0.0,)",()
2021/11/02/17:39:21.607096,112251,1635871161,604823112,,['base_to_pipe_x'],"(0.08228943598928619,)","(0.0,)",()
2021/11/02/17:39:21.608603,112252,1635871161,606070995,,['base_to_pipe_y'],"(-0.02622803630128653,)","(0.0,)",()
2021/11/02/17:39:21.668370,112253,1635871161,666901111,,['base_to_pipe_x'],"(0.07102202043933716,)","(0.0,)",()
2021/11/02/17:39:21.670531,112254,1635871161,668845891,,['base_to_pipe_y'],"(-0.016858224544285323,)","(0.0,)",()
2021/11/02/17:39:21.673321,112255,1635871161,672118902,,['base_to_pipe_x'],"(0.05997765060008604,)","(0.0,)",()
2021/11/02/17:39:21.674858,112256,1635871161,673439025,,['base_to_pipe_y'],"(-0.006538936140042011,)","(0.0,)",()
2021/11/02/17:39:21.696326,112257,1635871161,693386077,,['base_to_pipe_x'],"(0.049511870805876185,)","(0.0,)",()
2021/11/02/17:39:21.696719,112258,1635871161,694820880,,['base_to_pipe_y'],"(0.004631434640432133,)","(0.0,)",()
2021/11/02/17:39:21.726249,112259,1635871161,723469018,,['base_to_pipe_x'],"(0.03989806129439858,)","(0.0,)",()
2021/11/02/17:39:21.728147,112260,1635871161,725382089,,['base_to_pipe_y'],"(0.016435571380270162,)","(0.0,)",()
2021/11/02/17:39:21.774673,112261,1635871161,772191047,,['base_to_pipe_x'],"(0.031208741740862668,)","(0.0,)",()
2021/11/02/17:39:21.775881,112262,1635871161,773819923,,['base_to_pipe_y'],"(0.02876923325845727,)","(0.0,)",()
2021/11/02/17:39:21.785928,112263,1635871161,783607006,,['base_to_pipe_x'],"(0.02333804065305789,)","(0.0,)",()
2021/11/02/17:39:21.786744,112264,1635871161,784970045,,['base_to_pipe_y'],"(0.0414804040633283,)","(0.0,)",()
2021/11/02/17:39:21.814361,112265,1635871161,812637090,,['base_to_pipe_x'],"(0.01612743279978792,)","(0.0,)",()
2021/11/02/17:39:21.817198,112266,1635871161,814937114,,['base_to_pipe_y'],"(0.054512502414360585,)","(0.0,)",()
2021/11/02/17:39:21.879527,112267,1635871161,878320932,,['base_to_pipe_x'],"(0.009414337323717078,)","(0.0,)",()
2021/11/02/17:39:21.882441,112268,1635871161,879791021,,['base_to_pipe_y'],"(0.0678070133190382,)","(0.0,)",()
2021/11/02/17:39:21.884221,112269,1635871161,882832050,,['base_to_pipe_x'],"(0.003057656856499533,)","(0.0,)",()
2021/11/02/17:39:21.885492,112270,1635871161,884383916,,['base_to_pipe_y'],"(0.08142223320617388,)","(0.0,)",()
2021/11/02/17:39:21.908000,112271,1635871161,902478933,,['base_to_pipe_x'],"(-0.003029268778753284,)","(0.0,)",()
2021/11/02/17:39:21.908113,112272,1635871161,904010057,,['base_to_pipe_y'],"(0.09520934023017846,)","(0.0,)",()
2021/11/02/17:39:21.932958,112273,1635871161,931085109,,['base_to_pipe_x'],"(-0.008915962876842019,)","(0.0,)",()
2021/11/02/17:39:21.936865,112274,1635871161,932073116,,['base_to_pipe_y'],"(0.10913283944688383,)","(0.0,)",()
2021/11/02/17:39:21.983415,112275,1635871161,981919050,,['base_to_pipe_x'],"(-0.014577796482045107,)","(0.0,)",()
2021/11/02/17:39:21.983498,112276,1635871161,982774972,,['base_to_pipe_y'],"(0.12319061509268507,)","(0.0,)",()
2021/11/02/17:39:21.991949,112278,1635871161,991219043,,['base_to_pipe_y'],"(0.13728449707118118,)","(0.0,)",()
2021/11/02/17:39:22.021560,112279,1635871162,20833015,,['base_to_pipe_x'],"(-0.024874006105767187,)","(0.0,)",()
2021/11/02/17:39:22.022439,112280,1635871162,21650075,,['base_to_pipe_y'],"(0.15123846171045932,)","(0.0,)",()
2021/11/02/17:39:22.087204,112281,1635871162,85414886,,['base_to_pipe_x'],"(-0.02902875854583087,)","(0.0,)",()
2021/11/02/17:39:22.088579,112282,1635871162,87276935,,['base_to_pipe_y'],"(0.16487604596110964,)","(0.0,)",()
2021/11/02/17:39:22.090600,112283,1635871162,89559078,,['base_to_pipe_x'],"(-0.03222372376800059,)","(0.0,)",()
2021/11/02/17:39:22.092143,112284,1635871162,91192007,,['base_to_pipe_y'],"(0.1780409477501188,)","(0.0,)",()
2021/11/02/17:39:22.114749,112285,1635871162,110712051,,['base_to_pipe_x'],"(-0.03420595405084338,)","(0.0,)",()
2021/11/02/17:39:22.115477,112286,1635871162,112075090,,['base_to_pipe_y'],"(0.19049004809033196,)","(0.0,)",()
2021/11/02/17:39:22.142019,112287,1635871162,139763116,,['base_to_pipe_x'],"(-0.03480889257469416,)","(0.0,)",()
2021/11/02/17:39:22.142446,112288,1635871162,141097068,,['base_to_pipe_y'],"(0.20204856704745833,)","(0.0,)",()
2021/11/02/17:39:22.192798,112289,1635871162,191441059,,['base_to_pipe_x'],"(-0.033841078599442624,)","(0.0,)",()
2021/11/02/17:39:22.194583,112290,1635871162,192868947,,['base_to_pipe_y'],"(0.21251681775993472,)","(0.0,)",()
2021/11/02/17:39:22.203821,112291,1635871162,200273036,,['base_to_pipe_x'],"(-0.03134545684614727,)","(0.0,)",()
2021/11/02/17:39:22.203909,112292,1635871162,201715946,,['base_to_pipe_y'],"(0.22169745915507413,)","(0.0,)",()
2021/11/02/17:39:22.231139,112293,1635871162,229758024,,['base_to_pipe_x'],"(-0.027373061445899915,)","(0.0,)",()
2021/11/02/17:39:22.233417,112294,1635871162,231631994,,['base_to_pipe_y'],"(0.2294049618935901,)","(0.0,)",()
2021/11/02/17:39:22.314259,112295,1635871162,313010931,,['base_to_pipe_x'],"(-0.022299133789688157,)","(0.0,)",()
2021/11/02/17:39:22.316143,112296,1635871162,314565896,,['base_to_pipe_y'],"(0.23553245763111041,)","(0.0,)",()
2021/11/02/17:39:22.398433,112297,1635871162,397265911,,['base_to_pipe_x'],"(-0.00398027467029627,)","(0.0,)",()
2021/11/02/17:39:22.400565,112298,1635871162,398742914,,['base_to_pipe_y'],"(0.24383774268020775,)","(0.0,)",()
2021/11/02/17:39:22.406406,112300,1635871162,404941082,,['base_to_pipe_y'],"(0.2431843379722748,)","(0.0,)",()
2021/11/02/17:39:22.412089,112301,1635871162,410998106,,['base_to_pipe_x'],"(0.007545711483778688,)","(0.0,)",()
2021/11/02/17:39:22.414420,112302,1635871162,412961959,,['base_to_pipe_y'],"(0.24080267580986522,)","(0.0,)",()
2021/11/02/17:39:22.439304,112303,1635871162,437951087,,['base_to_pipe_x'],"(0.01236329441090304,)","(0.0,)",()
2021/11/02/17:39:22.441283,112304,1635871162,439975023,,['base_to_pipe_y'],"(0.23674724764165767,)","(0.0,)",()
2021/11/02/17:39:22.508057,112305,1635871162,503947973,,['base_to_pipe_x'],"(0.016545833945768924,)","(0.0,)",()
2021/11/02/17:39:22.508657,112306,1635871162,505475997,,['base_to_pipe_y'],"(0.23097286810190154,)","(0.0,)",()
2021/11/02/17:39:22.508900,112307,1635871162,507530927,,['base_to_pipe_x'],"(0.020116385683150207,)","(0.0,)",()
2021/11/02/17:39:22.510208,112308,1635871162,508827924,,['base_to_pipe_y'],"(0.22350227560046687,)","(0.0,)",()
2021/11/02/17:39:22.529476,112310,1635871162,528053998,,['base_to_pipe_y'],"(0.21430883470713474,)","(0.0,)",()
2021/11/02/17:39:22.559076,112311,1635871162,556735992,,['base_to_pipe_x'],"(0.026136636977826293,)","(0.0,)",()
2021/11/02/17:39:22.560367,112312,1635871162,557857036,,['base_to_pipe_y'],"(0.2035765276102867,)","(0.0,)",()
2021/11/02/17:39:22.613106,112313,1635871162,610280036,,['base_to_pipe_x'],"(0.02881292061544214,)","(0.0,)",()
2021/11/02/17:39:22.615697,112314,1635871162,613447904,,['base_to_pipe_y'],"(0.19145726829132073,)","(0.0,)",()
2021/11/02/17:39:22.624955,112315,1635871162,623277902,,['base_to_pipe_x'],"(0.03133473205939065,)","(0.0,)",()
2021/11/02/17:39:22.625623,112316,1635871162,624236106,,['base_to_pipe_y'],"(0.17821084067819631,)","(0.0,)",()
2021/11/02/17:39:22.647894,112317,1635871162,646380901,,['base_to_pipe_x'],"(0.03364666166513649,)","(0.0,)",()
2021/11/02/17:39:22.650894,112318,1635871162,648019075,,['base_to_pipe_y'],"(0.16412345389133937,)","(0.0,)",()
2021/11/02/17:39:22.713685,112319,1635871162,711857080,,['base_to_pipe_x'],"(0.03588060266472387,)","(0.0,)",()
2021/11/02/17:39:22.716752,112320,1635871162,713263034,,['base_to_pipe_y'],"(0.14937961670747624,)","(0.0,)",()
2021/11/02/17:39:22.721429,112321,1635871162,718672990,,['base_to_pipe_x'],"(0.038058088503054706,)","(0.0,)",()
2021/11/02/17:39:22.722737,112322,1635871162,720752000,,['base_to_pipe_y'],"(0.13435812041146428,)","(0.0,)",()
2021/11/02/17:39:22.737437,112323,1635871162,735539913,,['base_to_pipe_x'],"(0.040192396426125786,)","(0.0,)",()
2021/11/02/17:39:22.741653,112324,1635871162,738040924,,['base_to_pipe_y'],"(0.1193076751412163,)","(0.0,)",()
2021/11/02/17:39:22.768926,112325,1635871162,766160964,,['base_to_pipe_x'],"(0.042342174178960724,)","(0.0,)",()
2021/11/02/17:39:22.770033,112326,1635871162,767811059,,['base_to_pipe_y'],"(0.10447934163303049,)","(0.0,)",()
2021/11/02/17:39:22.819553,112327,1635871162,818687915,,['base_to_pipe_x'],"(0.04460607847259062,)","(0.0,)",()
2021/11/02/17:39:22.820940,112328,1635871162,820029020,,['base_to_pipe_y'],"(0.0900274234564687,)","(0.0,)",()
2021/11/02/17:39:22.825653,112329,1635871162,824563026,,['base_to_pipe_x'],"(0.04700081508487829,)","(0.0,)",()
2021/11/02/17:39:22.825982,112330,1635871162,825236082,,['base_to_pipe_y'],"(0.07610823997959196,)","(0.0,)",()
2021/11/02/17:39:22.855606,112331,1635871162,855047941,,['base_to_pipe_x'],"(0.049649849822065883,)","(0.0,)",()
