time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/01/11/19:05:32.182593,13206,1641924332,182176420,imu_iphone,-0.0153579498324,0.0672348134027,-0.437606175425,0.896517957697,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.542445540428,-0.0353878438473,1.95967423916,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.35556088179,7.5111934787,-0.839817457795,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.207263,13207,1641924332,206743672,imu_iphone,-0.0255133932617,0.057441524542,-0.412961667936,0.908577018661,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.718158662319,-0.0849677249789,1.9194637537,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.919905966595,6.80480012655,-0.948696121573,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.234653,13208,1641924332,233969009,imu_iphone,-0.0360920012368,0.0443537972975,-0.387231700171,0.920207432319,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.892509400845,-0.102067895234,2.17137360573,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.85272204347,5.83049612403,-1.51957849681,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.269037,13209,1641924332,268485063,imu_iphone,-0.0465969826048,0.0272345290138,-0.356428519515,0.932762409254,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-1.02868843079,-0.0960221290588,2.66400122643,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.22097544603,4.68058035493,-1.72348727882,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.293880,13210,1641924332,293514382,imu_iphone,-0.0550382726281,0.00594950323905,-0.320005433407,0.945796973217,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-1.15293061733,-0.0205732807517,2.90806937218,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.922756264955,3.50376885563,-2.0876612252,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.323697,13211,1641924332,323200582,imu_iphone,-0.0590957456775,-0.0183136106896,-0.28199847599,0.957417967267,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-1.22304666042,0.0949687361717,2.81942605972,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.22848743707,2.07790529206,-2.19274563074,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.353381,13212,1641924332,353015593,imu_iphone,-0.0579921403178,-0.0434758438448,-0.245378262368,0.966714162005,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-1.22153735161,0.225083574653,2.60929632187,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.20232187793,0.405664911568,-2.14227772772,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.383001,13213,1641924332,382653202,imu_iphone,-0.051801891499,-0.0677207027277,-0.210604454092,0.973846104051,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-1.15340852737,0.348465591669,2.39887046814,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.82069226891,-1.48567502484,-2.06552892923,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.413123,13214,1641924332,412784469,imu_iphone,-0.0410431022991,-0.0893837156031,-0.176617082515,0.97935306264,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-1.00513410568,0.447504997253,2.25297188759,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.47543187246,-2.91398097038,-1.77021705687,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.442966,13215,1641924332,442598192,imu_iphone,-0.026206106592,-0.107395463832,-0.142583939459,0.983589993104,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.833915472031,0.530606210232,2.20369315147,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.85128577828,-4.00287110388,-1.61360991061,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.477957,13216,1641924332,477524119,imu_iphone,-0.00826058574953,-0.121067399044,-0.108016935062,0.98671515107,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.661713719368,0.566337347031,2.08061981201,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.57610195279,-4.07986899376,-1.42684867322,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.502392,13217,1641924332,501994512,imu_iphone,0.0103323739943,-0.130473277344,-0.0765879958094,0.988435250709,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.527653753757,0.563515067101,1.74014222622,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.15040670335,-3.83994925708,-1.3306227994,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.532339,13218,1641924332,532009130,imu_iphone,0.0279266833354,-0.136571412736,-0.0494735990359,0.988999854691,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.42572259903,0.530949831009,1.49483585358,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.51091239899,-3.97014657676,-1.16576757073,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.562126,13219,1641924332,561671354,imu_iphone,0.0438362867133,-0.140336225497,-0.0261446862054,0.988787428704,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.361194431782,0.468910604715,1.21920621395,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.85735817224,-3.80938089073,-0.814192035198,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.591738,13220,1641924332,591433584,imu_iphone,0.0572157146936,-0.142774004689,-0.00754041445183,0.988071398092,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.296948254108,0.39542979002,0.938689470291,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.81527108341,-4.63599416614,-0.520453648567,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.621602,13221,1641924332,621280874,imu_iphone,0.0682155703638,-0.144185685405,0.00745357759602,0.987168459922,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.235174104571,0.310785293579,0.811355173588,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-4.00320965767,-5.26378164411,-0.419255302548,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.651251,13222,1641924332,650950787,imu_iphone,0.0775378547227,-0.14426213147,0.0212932578889,0.986267162425,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.163340643048,0.218202963471,0.769455134869,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.83081093609,-5.09592211604,-0.210736575723,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.681161,13223,1641924332,680909844,imu_iphone,0.0846920742748,-0.143600962953,0.0326158838631,0.985465483979,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.0956844910979,0.135291472077,0.541191637516,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.72178843081,-5.57149721503,-0.165856856704,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.710792,13224,1641924332,710471039,imu_iphone,0.0883700523899,-0.142846323964,0.0383917582512,0.985044026665,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.0134089607745,0.046553414315,0.105108574033,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-4.04949797094,-6.78042191505,-0.0485155177116,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.741156,13225,1641924332,740563816,imu_iphone,0.0868809349902,-0.142428912956,0.0348654125924,0.98536800785,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.166048198938,-0.0505201742053,-0.500560462475,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.95165563434,-7.30395938516,-0.169192108512,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.770494,13226,1641924332,770181883,imu_iphone,0.0806686229069,-0.141492132817,0.0228534528639,0.986382415355,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.347081333399,-0.134758681059,-0.850739896297,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.6197103712,-7.73213344574,-0.32751950562,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.800070,13227,1641924332,799882759,imu_iphone,0.0714998558611,-0.138478360254,0.00596107846306,0.987763119324,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.539360642433,-0.219686895609,-1.08584475517,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.4267870456,-7.23017337084,-0.528631564379,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.830329,13228,1641924332,829981455,imu_iphone,0.0597465899496,-0.133158309316,-0.0161273585425,0.989160815012,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.71545279026,-0.273846566677,-1.45813536644,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.98310178369,-6.82129278302,-0.839444990158,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.859868,13229,1641924332,859580216,imu_iphone,0.0455985001652,-0.125375910845,-0.0449823547571,0.990039517152,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.884850084782,-0.302584171295,-1.89634537697,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.76181156844,-6.07058747649,-1.16500684798,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.889584,13230,1641924332,889235273,imu_iphone,0.0302742414592,-0.11464612706,-0.0796658578088,0.989743950198,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.02182996273,-0.319775611162,-2.21947979927,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.97918590337,-5.11196804523,-1.59506897449,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.927781,13231,1641924332,927353895,imu_iphone,0.0155246595472,-0.100699228183,-0.117634784282,0.987816130622,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.12884497643,-0.320434749126,-2.34481406212,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.66291790247,-3.81925771505,-1.84786281824,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.949337,13232,1641924332,948968415,imu_iphone,0.00345672491291,-0.0840141286976,-0.154590167908,0.98439400507,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.18618118763,-0.303014099598,-2.28983521461,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.61720904827,-2.59889644593,-2.04111388028,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:32.981109,13233,1641924332,978979660,imu_iphone,-0.00572540827331,-0.0655923157772,-0.190782681468,0.979421684599,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.19676995277,-0.283718168736,-2.45063400269,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.84441869229,-0.953602227867,-2.10405681789,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.008951,13234,1641924333,8626930,imu_iphone,-0.0122735196362,-0.0465881423075,-0.228438004191,0.972365663705,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.15047800541,-0.249780938029,-2.5397336483,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.91783399314,0.547838790715,-2.07232514799,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.038697,13235,1641924333,38373281,imu_iphone,-0.015755352977,-0.027929780687,-0.264815618925,0.963765730962,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.08741247654,-0.224241390824,-2.45531010628,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.69592134178,1.48251211971,-2.14620413303,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.068478,13236,1641924333,68190417,imu_iphone,-0.0162469821032,-0.0104080291715,-0.298287090743,0.954281153538,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",1.00659072399,-0.17772975564,-2.20898914337,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.09246295869,2.21703335658,-1.91628459692,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.098781,13237,1641924333,98387541,imu_iphone,-0.0143238714868,0.00528400669545,-0.325576775563,0.945392336119,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.917488992214,-0.153507992625,-1.75869119167,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.96946169138,2.35587695405,-1.77853413641,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.146700,13238,1641924333,146236638,imu_iphone,-0.0112699808876,0.0194629189964,-0.348553367563,0.937019067189,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.844137609005,-0.175661027431,-1.70750153065,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.6848398751,3.86054695129,-1.823253057,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.157645,13239,1641924333,156997390,imu_iphone,-0.00746486561773,0.0321996175327,-0.372028406413,0.927632645628,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.750177204609,-0.179514974356,-1.74283957481,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-3.23031855315,4.50204351872,-1.33794760644,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.186805,13240,1641924333,186526909,imu_iphone,-0.00282530612886,0.0434994520433,-0.394766498193,0.917746820873,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.703407645226,-0.154984951019,-1.66970586777,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-2.07219475508,3.94540525317,-1.28867896736,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.216770,13241,1641924333,215959939,imu_iphone,0.00323653542514,0.0536225082814,-0.41633732187,0.907621829763,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.689153730869,-0.0839027017355,-1.56377112865,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.710399279594,3.08355080903,-0.918228619695,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.247216,13242,1641924333,246897435,imu_iphone,0.0107520578101,0.0628584785298,-0.435260309744,0.898043243776,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.70536416769,-0.0181966591626,-1.34800183773,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.956287196204,2.90296949387,-0.813564628959,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.277854,13243,1641924333,276757117,imu_iphone,0.0191982191092,0.0715089834958,-0.451570317037,0.889158108793,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.719778001308,0.0106857893988,-1.16406095028,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.38012181878,3.11086549222,-0.685956164002,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.307151,13244,1641924333,306750488,imu_iphone,0.028159962798,0.0799192513876,-0.465198609938,0.881141409233,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.754170894623,0.0386837720871,-0.985169351101,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.778567362204,2.47347864032,-0.556558451056,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.337623,13245,1641924333,336603799,imu_iphone,0.0375588102172,0.0881343205568,-0.476950349317,0.873693333843,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.751824855804,0.049500785768,-0.86441719532,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-1.13560032338,3.69549057841,-0.763714776635,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
2022/01/11/19:05:33.366504,13246,1641924333,366012343,imu_iphone,0.0463967316449,0.096076100046,-0.486136302316,0.867345503166,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.721332728863,0.0225378554314,-0.582757711411,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.587339911871,5.19909740567,-0.662226993442,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)"
